fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,Id,quality
7.2,0.695,0.13,2.0,0.076,12.0,20.0,0.99546,3.29,0.54,10.1,1562.0,5
7.2,0.695,0.13,2.0,0.076,12.0,20.0,0.99546,3.29,0.54,10.1,1563.0,5
6.7,0.67,0.02,1.9,0.061,26.0,42.0,0.99489,3.39,0.82,10.9,1565.0,6
6.7,0.16,0.64,2.1,0.059,24.0,52.0,0.99494,3.34,0.71,11.2,1566.0,6
7.2,,0.13,2.0,0.076,12.0,20.0,0.99546,3.29,0.54,10.1,1567.0,5
,0.56,0.13,1.6,0.077,25.0,42.0,0.99629,3.34,0.59,9.2,1568.0,5
6.2,0.51,0.14,1.9,0.0559999999999999,15.0,34.0,0.99396,3.48,0.57,,,6
6.4,0.36,0.53,2.2,0.23,19.0,35.0,0.9934,3.37,0.93,12.4,1570.0,6
6.4,0.38,0.14,2.2,0.038,15.0,25.0,0.99514,3.44,0.65,11.1,1571.0,6
7.3,0.69,0.32,2.2,0.069,35.0,104.0,0.99632,3.33,0.51,9.5,1572.0,5
6.0,0.58,0.2,2.4,,15.0,50.0,0.99467,3.58,0.67,12.5,1573.0,6
7.5,0.52,0.4,2.2,0.06,12.0,20.0,0.99474,3.26,0.64,11.8,1575.0,6
8.0,0.3,0.63,1.6,0.081,16.0,29.0,0.99588,3.3,0.78,10.8,1576.0,6
6.2,0.7,0.15,5.1,0.076,13.0,27.0,0.99622,3.54,0.6,11.9,,6
6.8,0.67,0.15,1.8,0.118,13.0,20.0,0.9954,3.42,,,1578.0,6
7.4,0.35,0.33,2.4,,9.0,26.0,0.9947,3.36,0.6,11.9,1580.0,6
,0.715,0.1,2.6,,13.0,27.0,0.99362,3.57,0.5,11.9,1582.0,5
6.2,0.46,0.29,2.1,0.074,32.0,98.0,0.99578,3.33,0.62,9.8,1583.0,5
,0.32,,2.4,0.061,24.0,34.0,0.99484,3.29,0.8,11.6,1584.0,7
7.5,0.31,0.41,2.4,0.065,34.0,60.0,0.99492,3.34,0.85,11.4,1586.0,6
5.8,0.61,0.11,1.8,0.066,18.0,28.0,0.99483,3.55,0.66,10.9,1587.0,6
6.3,0.55,0.15,1.8,0.077,26.0,,,,0.82,11.6,1590.0,6
5.4,0.74,,1.7,0.089,16.0,26.0,0.99402,3.67,0.56,11.6,1591.0,6
6.3,0.51,0.13,2.3,0.076,29.0,40.0,0.99574,3.42,0.75,11.0,1592.0,6
6.8,0.62,0.08,1.9,0.068,28.0,38.0,0.99651,3.42,0.82,9.5,1593.0,6
6.2,0.6,0.08,2.0,0.09,32.0,44.0,0.9949,,0.58,10.5,1594.0,5
5.9,0.55,0.1,2.2,0.062,39.0,51.0,0.99512,3.52,,11.2,1595.0,6
5.9,0.645,0.12,2.0,0.075,32.0,44.0,0.99547,3.57,0.71,10.2,1597.0,5
